  -0.50055,  -0.43389,  -0.23119,   0.00233,   0.29449,   0.53293,   0.78941,   0.99920,   1.14683,   1.28583,   1.32335,   1.34124,   1.24070,   1.15834,   0.98775,   0.78328,   0.57888,   0.31161,   0.16487,  -0.05563,  -0.28274,  -0.39393,  -0.47366,  -0.39064,  -0.21565,   0.05006,   0.26509,   0.51627,   0.77594,   1.01300,   1.24745,   1.40895,   1.34206,   1.23934,   1.21829,   1.30218,   1.32585,   1.40223,   1.48975,   1.53161,   1.55896,   1.47161,   1.31714,   1.05653,   0.81925,   0.55232,   0.29763,   0.03019,  -0.20412,  -0.42185,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563,  -1.08563
  -0.75948,  -0.64313,  -0.43433,  -0.10788,   0.09526,   0.26563,   0.49032,   0.78206,   1.02848,   1.16544,   1.30638,   1.41770,   1.40696,   1.45414,   1.42484,   1.22740,   1.03879,   0.73363,   0.59319,   0.17467,  -0.02550,  -0.22634,  -0.55323,  -0.79822,  -0.92264,  -0.74899,  -0.49710,  -0.15501,   0.16561,   0.53818,   0.86439,   1.22610,   1.52151,   1.48202,   1.33742,   1.29110,   1.41987,   1.39386,   1.47209,   1.40727,   1.52604,   1.47215,   1.42459,   1.06256,   0.76592,   0.42432,   0.05509,  -0.25801,  -0.57105,  -0.81852,  -0.44147,  -0.38479,  -0.50362,  -0.67020,  -0.97225,  -1.12740,  -1.30902,  -1.38724,  -1.33484,  -1.45402,  -1.34243,  -1.10965,  -0.86453,  -0.72192,  -0.50586,  -0.35008,  -0.42036,  -0.55615,  -0.48152,  -0.71565,  -1.01664,  -1.16894,  -1.34258,  -1.51094,  -1.45381,  -1.30917,  -1.20625,  -1.01105,  -0.71540,  -0.54770
  -0.40490,  -0.31087,  -0.14213,   0.00640,   0.23703,   0.49833,   0.69120,   0.69012,   0.87269,   1.11754,   1.19503,   1.32256,   1.31216,   1.26589,   1.12974,   1.01014,   0.84434,   0.68849,   0.48378,   0.22739,  -0.00077,  -0.16376,  -0.34302,  -0.43165,  -0.30451,  -0.13553,   0.10200,   0.35284,   0.58431,   0.83991,   1.07400,   1.29939,   1.39697,   1.37646,   1.35705,   1.31933,   1.32430,   1.33054,   1.37236,   1.39146,   1.45675,   1.46786,   1.36498,   1.12691,   0.86058,   0.61926,   0.35070,   0.11149,  -0.13167,  -0.31750,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287,  -1.11287
  -0.51317,  -0.45005,  -0.26569,  -0.03735,   0.21785,   0.44053,   0.70565,   0.94223,   1.10963,   1.25073,   1.40380,   1.46103,   1.38923,   1.30829,   1.17627,   1.02085,   0.87846,   0.67053,   0.40758,   0.16390,  -0.06743,  -0.30123,  -0.46490,  -0.46953,  -0.35660,  -0.14220,   0.07110,   0.29409,   0.52058,   0.74925,   0.97938,   1.22995,   1.40288,   1.46344,   1.37907,   1.37780,   1.36925,   1.42267,   1.43889,   1.45547,   1.47323,   1.34572,   1.19091,   0.95659,   0.73495,   0.48868,   0.24558,  -0.01666,  -0.24086,  -0.40502,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018,  -1.08018
  -0.91043,  -0.85677,  -0.66585,  -0.49939,  -0.16911,   0.09337,   0.36013,   0.70043,   1.01316,   1.24762,   1.41561,   1.48371,   1.53309,   1.40625,   1.31669,   1.14849,   0.87009,   0.61727,   0.38703,   0.13482,  -0.10991,  -0.46409,  -0.77408,  -0.91664,  -0.99333,  -0.91526,  -0.68721,  -0.40916,  -0.08840,   0.20496,   0.54571,   0.88169,   1.18989,   1.42049,   1.48157,   1.44195,   1.51570,   1.48950,   1.51203,   1.53182,   1.52760,   1.51687,   1.45924,   1.17642,   0.81313,   0.47746,   0.12145,  -0.23716,  -0.56078,  -0.79625,  -0.12893,   0.01190,   0.13559,   0.06388,  -0.21788,  -0.53524,  -0.80902,  -1.02151,  -1.29320,  -1.60268,  -1.69668,  -1.50301,  -1.21375,  -0.96378,  -0.70893,  -0.49171,  -0.19937,  -0.12537,  -0.23594,  -0.50117,  -0.80709,  -1.05523,  -1.39507,  -1.57054,  -1.58889,  -1.42294,  -1.16147,  -0.92004,  -0.64952,  -0.37382
  -0.29899,  -0.25903,  -0.25499,  -0.09108,   0.16043,   0.38126,   0.62094,   0.83103,   1.10496,   1.31407,   1.46496,   1.64966,   1.85162,   1.87372,   1.81497,   1.62503,   1.44291,   1.19480,   1.06916,   0.80128,   0.55765,   0.28386,   0.10451,  -0.11030,  -0.25022,  -0.32086,  -0.29003,  -0.16326,  -0.01572,   0.22011,   0.49242,   0.72305,   0.94289,   1.05390,   1.01699,   0.93410,   0.88408,   0.92922,   0.94678,   0.95978,   0.97191,   0.96057,   1.02051,   1.03072,   0.92424,   0.71322,   0.50036,   0.21814,  -0.03105,  -0.18943,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050,  -1.11050
  -1.00183,  -0.89527,  -0.84709,  -0.73655,  -0.39763,  -0.08531,   0.17997,   0.42592,   0.78470,   1.00270,   1.22750,   1.31425,   1.42306,   1.42177,   1.31813,   1.20960,   1.01978,   0.87169,   0.67909,   0.47645,   0.31734,   0.10728,  -0.23556,  -0.51089,  -0.81024,  -0.96078,  -0.91475,  -0.62047,  -0.30059,   0.09274,   0.46099,   0.84604,   1.28038,   1.38655,   1.38464,   1.27080,   1.26894,   1.32894,   1.56303,   1.51005,   1.48393,   1.58126,   1.56628,   1.16970,   0.79719,   0.44142,   0.04560,  -0.29700,  -0.65358,  -0.88063,   0.15767,   0.18815,  -0.03852,  -0.42285,  -0.80641,  -0.98700,  -1.29616,  -1.57627,  -1.83287,  -1.69389,  -1.41344,  -1.05610,  -0.65535,  -0.34610,   0.03766,   0.18901,   0.12915,  -0.04861,  -0.37399,  -0.79742,  -1.15390,  -1.43813,  -1.61340,  -1.64317,  -1.53163,  -1.28252,  -1.00456,  -0.59621,  -0.23518,   0.03249
  -0.47398,  -0.39919,  -0.22821,  -0.02008,   0.20018,   0.40594,   0.59632,   0.83228,   1.10079,   1.28027,   1.35751,   1.48906,   1.48860,   1.39486,   1.29622,   1.12045,   0.98477,   0.78300,   0.57795,   0.46992,   0.26099,  -0.03112,  -0.28642,  -0.41979,  -0.43976,  -0.37365,  -0.24707,  -0.02171,   0.22372,   0.45548,   0.70088,   0.95244,   1.18140,   1.38117,   1.41227,   1.39375,   1.41127,   1.41641,   1.45507,   1.37834,   1.39675,   1.34596,   1.30977,   1.12758,   0.86041,   0.59438,   0.34545,   0.08013,  -0.16949,  -0.36138,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633,  -1.08633
  -0.94329,  -0.83975,  -0.64539,  -0.36050,  -0.11535,   0.21248,   0.52129,   0.83558,   1.04114,   1.20635,   1.34539,   1.49415,   1.56255,   1.47134,   1.40759,   1.14895,   0.90433,   0.74102,   0.51755,   0.27376,  -0.06761,  -0.38010,  -0.64442,  -0.89778,  -1.02537,  -0.89666,  -0.68163,  -0.38132,  -0.03321,   0.24959,   0.59009,   0.93368,   1.25899,   1.43117,   1.50928,   1.49322,   1.51399,   1.52258,   1.61389,   1.59981,   1.57046,   1.49924,   1.27854,   0.92825,   0.55603,   0.23295,  -0.10885,  -0.45448,  -0.69454,  -0.82199,  -0.05557,   0.00017,  -0.17007,  -0.44201,  -0.73500,  -0.99520,  -1.24152,  -1.48161,  -1.59140,  -1.45480,  -1.20775,  -0.95144,  -0.77469,  -0.51095,  -0.27472,  -0.15911,  -0.16445,  -0.34677,  -0.58698,  -0.92135,  -1.15719,  -1.40766,  -1.52051,  -1.49195,  -1.40760,  -1.16932,  -0.98787,  -0.67305,  -0.40645,  -0.18618
  -1.06161,  -0.96407,  -0.67827,  -0.41989,  -0.15185,   0.18843,   0.46001,   0.80517,   1.03812,   1.35225,   1.44278,   1.46157,   1.36692,   1.25390,   0.98811,   0.80486,   0.51515,   0.26829,  -0.00751,  -0.32530,  -0.43761,  -0.70000,  -0.92056,  -0.97738,  -0.86745,  -0.75230,  -0.48305,  -0.15708,   0.19579,   0.53353,   0.88844,   1.22811,   1.56799,   1.65257,   1.60993,   1.48513,   1.42922,   1.46284,   1.58962,   1.68984,   1.60429,   1.56149,   1.46223,   1.09757,   0.73429,   0.39376,   0.00042,  -0.30646,  -0.63775,  -0.91762,  -0.39277,  -0.27798,  -0.32225,  -0.54301,  -0.81627,  -1.02683,  -1.24688,  -1.49795,  -1.57399,  -1.38124,  -1.12401,  -0.82825,  -0.56936,  -0.29950,  -0.04076,   0.18960,   0.16913,  -0.03655,  -0.34032,  -0.53534,  -0.77855,  -1.06034,  -1.26871,  -1.41687,  -1.42647,  -1.41734,  -1.22586,  -1.01297,  -0.77941,  -0.48579
  -0.45392,  -0.39525,  -0.21227,   0.02112,   0.23958,   0.48692,   0.74625,   0.94631,   1.12396,   1.23755,   1.29383,   1.37960,   1.34936,   1.22998,   1.13310,   0.94188,   0.76009,   0.52296,   0.36628,   0.20106,   0.11155,  -0.06547,  -0.30027,  -0.42603,  -0.38290,  -0.23858,  -0.05258,   0.18421,   0.42665,   0.67167,   0.91685,   1.16448,   1.39039,   1.43447,   1.39938,   1.31336,   1.34046,   1.36218,   1.35712,   1.38897,   1.46082,   1.45664,   1.39536,   1.16043,   0.90695,   0.65350,   0.38964,   0.15380,  -0.11282,  -0.34064,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127,  -1.10127
  -0.79175,  -0.75582,  -0.48062,  -0.18023,   0.16016,   0.53369,   0.78928,   0.95668,   1.16651,   1.27558,   1.39625,   1.42332,   1.42199,   1.30199,   1.22539,   0.78613,   0.52586,   0.23300,   0.19712,   0.16811,  -0.05161,  -0.39370,  -0.77190,  -0.86986,  -0.78076,  -0.86847,  -0.62447,  -0.29391,   0.03452,   0.42043,   0.69532,   0.80670,   1.19225,   1.53142,   1.43443,   1.43255,   1.39406,   1.54866,   1.56541,   1.70671,   1.69112,   1.47983,   1.22053,   0.81028,   0.60507,   0.66158,   0.30674,  -0.06254,  -0.44924,  -0.72292,  -0.24165,  -0.30775,  -0.53597,  -0.80656,  -0.90907,  -1.15083,  -1.47228,  -1.57426,  -1.54976,  -1.47641,  -1.20012,  -0.82088,  -0.55011,  -0.32396,   0.02213,   0.09673,  -0.00148,  -0.18599,  -0.49033,  -0.72747,  -1.00850,  -1.28054,  -1.51409,  -1.67510,  -1.60342,  -1.50937,  -1.24965,  -0.93269,  -0.68784,  -0.33367
  -0.49095,  -0.42266,  -0.25505,  -0.03208,   0.20422,   0.29059,   0.45230,   0.69427,   0.94987,   1.16833,   1.27798,   1.37050,   1.41982,   1.41851,   1.33600,   1.19436,   1.06779,   0.93029,   0.77757,   0.48137,   0.17047,  -0.08773,  -0.26240,  -0.42995,  -0.46550,  -0.32204,  -0.13667,   0.09402,   0.33438,   0.55903,   0.80467,   1.05006,   1.27659,   1.42019,   1.34534,   1.29981,   1.36816,   1.41244,   1.44943,   1.34256,   1.32081,   1.34117,   1.31948,   1.18210,   0.92381,   0.66564,   0.40382,   0.11838,  -0.17508,  -0.39909,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190,  -1.09190
  -0.47900,  -0.41009,  -0.21470,  -0.02662,   0.20898,   0.43760,   0.66950,   0.89882,   1.10274,   1.29699,   1.36892,   1.42456,   1.39724,   1.26064,   1.11315,   0.97941,   0.79618,   0.54814,   0.28425,   0.04609,  -0.22924,  -0.38210,  -0.45421,  -0.43855,  -0.29674,  -0.11036,   0.11046,   0.34078,   0.55694,   0.78849,   1.02013,   1.27307,   1.41655,   1.43419,   1.30673,   1.33672,   1.35840,   1.37946,   1.39950,   1.37054,   1.44592,   1.44942,   1.36949,   1.09308,   0.84159,   0.60076,   0.33698,   0.07683,  -0.16071,  -0.38625,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502,  -1.08502
  -0.54149,  -0.51780,  -0.34833,  -0.12442,   0.10766,   0.34265,   0.57842,   0.84567,   1.09766,   1.28598,   1.44552,   1.44981,   1.43204,   1.32348,   1.17732,   1.01326,   0.75751,   0.54302,   0.24549,  -0.07565,  -0.30173,  -0.46414,  -0.54983,  -0.47314,  -0.29738,  -0.08922,   0.13278,   0.35985,   0.59230,   0.82817,   1.08220,   1.31270,   1.45304,   1.47314,   1.42341,   1.34029,   1.38768,   1.37713,   1.39675,   1.37980,   1.40307,   1.45280,   1.29886,   1.11176,   0.81070,   0.55993,   0.35168,   0.06521,  -0.19557,  -0.39955,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202,  -1.06202
  -0.44587,  -0.36070,  -0.21716,  -0.01403,   0.21372,   0.44505,   0.68747,   0.91811,   1.09186,   1.25624,   1.31882,   1.36966,   1.35322,   1.26272,   1.13740,   0.96659,   0.80983,   0.59986,   0.35977,   0.12316,  -0.03981,  -0.25327,  -0.37235,  -0.45030,  -0.34267,  -0.16887,   0.04267,   0.27487,   0.50947,   0.74247,   0.97717,   1.21221,   1.42001,   1.45840,   1.36886,   1.30884,   1.34729,   1.37793,   1.40651,   1.35592,   1.33671,   1.41872,   1.34734,   1.15763,   0.91182,   0.65455,   0.39849,   0.13666,  -0.11498,  -0.33352,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881,  -1.09881
